Title,Artist,Nationality,Gender,Year,Medium,Classification
Bed Cover from the Philip Johnson apartment,Lilly Reich,(German),(Female),2000,Wild silk,Design
Tire Cord Fabric,"Acordis Industrial Fibers, The Netherlands",(Dutch),(Gender unknow),2000,Rayon,Design
Clip'n Stay Clothespins,"Bruce Ancona, Louis Henry",(American) (American),(Male) (Male),2000,Low-density polypropylene,Design
"FPE (Fantastic, Plastic, Elastic)",Ron Arad,(British),(Male),2000,Extruded aluminum profiles and injection-molded polypropylene plastic sheet,Design
Tykho Radio,Marc Berthier,(French),(Male),2000,Synthetic rubber and other materials,Design
Pillola Lamps,"Cesare Casati, C. Emanuele Ponzio",(Italian) (Italian),(Male) (Female),2000,ABS and acrylic plastic,Design
Tubino Lamp,Achille Castiglioni,(Italian),(Male),2000,Aluminum and enamaled steel,Design
Living Center,Joe Colombo,(Italian),(Male),2000,"Plastic laminate, molded plastic, vinyl strip edging, electric wiring, open weave fabric, pressed-wood board, and metal",Design
Libro Chair,"Gruppo DAM (Designer Associati Milano), Studio Gruppo 14",(Italian) (Italian),(Gender unknow),2000,"Polyurethane foam, vinyl, and steel",Design
Post-itå_Note,"Art Fry, Spencer Silver",(American) (American),(Male) (Male),2000,Paper and adhesive,Design
Lounge Chair,Grete Jalk,(Danish),(Female),2000,Teak plywood,Design
Stowaway Portable Keyboard,"Pentagram, Bob Olodort, John Tang, Peter Cazalet, Robert Brunner, Benjamin Chia",(American) (American) (American) (American) (American) (),() (Male) (Male) (Male) (Male) (Male),2000,Injection-molded ABS and stamped and formed aluminum,Design
Chair,Gilbert Rohde,(American),(Male),2000,Stainless steel and Plexiglas,Design
Wall Light,Gino Sarfatti,(Italian),(Male),2000,Metal and paint,Design
Chaise Lounge,Richard Schultz,(American),(Male),2000,"Aluminum, stainless steel, and vinyl-coated polyester mesh",Design
Petal Coffee Table,Richard Schultz,(American),(Male),2000,"Redwood, aluminum, and cast-iron",Design
Hudson Chair,Philippe Starck,(French),(Male),2000,High-polished aluminum,Design
Lounge Chair,Gerald Summers,(British),(Male),2000,Bent birch plywood with pigmented lacquer,Design
Tiramis_ Stepladder,Andries Van Onck,(Dutch),(Male),2000,"Epoxy-finished oval steel tube, polycarbonate, and polyurethane",Design
Lady Chair,Marco Zanuso,(Italian),(Male),2000,Metal and upholstery,Design
Meta Meta,Niklaus Stoecklin,(Swiss),(Male),2000,Lithograph,Design
(Title in Russian),Unknown Designer,(Russian),(Gender unknow),2000,Lithograph,Design
(Title in Russian),Unknown Designer,(Russian),(Gender unknow),2000,,Design
The Wildflower,Victor Moscoso,(American),(Male),2000,Lithographs,Design
"Quick Silver Messenger Service, Big Brother & The Holding Co., Country Joe & The Fish",Victor Moscoso,(American),(Male),2000,Lithograph,Design
Ringo Starr,Richard Avedon,(American),(Male),2000,Lithograph,Design
Paul McCartney,Richard Avedon,(American),(Male),2000,Lithograph,Design
George Harrison,Richard Avedon,(American),(Male),2000,Lithograph,Design
The Development of Abstract Art,"Alfred H. Barr, Jr.",(American),(Male),2000,Silkscreen,Design
Ausstellung Antik + Modern,Max Bill,(Swiss),(Male),2000,Letterpress,Design
Engadiner Spirenen St. Moritz,Wilhelm Friedrich B_rger,(Swiss),(Male),2000,Lithograph,Design
Warszawa,Roman Cieslewicz,(French),(Male),2000,Lithograph,Design
Karl Blossfeldt,Cyan,(German),(Gender unknow),2000,Lithograph,Design
Stiftung Bauhaus Dessau Mai 1996,"Cyan, Sophie Alex, Wilhelm Ebentreich, Detlef Fiedler, Daniela Haufe, Siegfried Jablonsky",(German) (German) (German) (German) (German) (German),() (Female) (Male) (Male) (Female) (Male),2000,Lithograph,Design
Stiftung Bauhaus Dessau Juli August 1997,Cyan,(German),(Gender unknow),2000,Lithograph,Design
Stiftung Bauhaus Dessau Oktober 1997,Cyan,(German),(Gender unknow),2000,Lithograph,Design
Stiftung Bauhaus Dessau November 1997,Cyan,(German),(Gender unknow),2000,Lithograph,Design
Stiftung Bauhaus Dessau Juni 1996,Cyan,(German),(Gender unknow),2000,Lithograph,Design
Cyan,Cyan,(German),(Gender unknow),2000,Lithograph,Design
Helmhaus Z_rich,Walter Diethelm,(Swiss),(Male),2000,Letterpress,Design
Stettler Radio,Hermann Eidenbenz,(Swiss),(Male),2000,Lithograph,Design
Review Committe,Edward Fella,(American),(Male),2000,Lithograph,Design
Art in the Nineties,Edward Fella,(American),(Male),2000,Lithograph,Design
Glass,Edward Fella,(American),(Male),2000,Lithograph,Design
He's History,Edward Fella,(American),(Male),2000,Lithograph,Design
Wedding Invite,Edward Fella,(American),(Male),2000,Lithograph,Design
Dead End,Edward Fella,(American),(Male),2000,Lithograph,Design
Lisa Krohn,Edward Fella,(American),(Male),2000,Lithograph,Design
Brody Punch,Edward Fella,(American),(Male),2000,Lithograph,Design
Nu-Bodies,Edward Fella,(American),(Male),2000,Lithograph,Design
Robert Bielat,Edward Fella,(American),(Male),2000,Lithograph,Design
Artemisia,Edward Fella,(American),(Male),2000,Lithograph,Design
"Objevy v tasili (Discoveries in Drawing) (Poster for exhibition of fresco copies in the NÌÁprstkovo Muzeum, Prague)",Josef FlejÅ_r,(Czech),(Male),2000,Lithograph,Design
Proces (The Trial) (Poster for the Czechoslovak release of the 1962 film directed by Orson Welles),Zden€¥k Ziegler,(Czech),(Male),2000,Lithograph,Design
La Biennale di Venezia,A. G. Fronzoni,(Italian),(Male),2000,Lithograph,Design
Silk-Screened Paintings,Peter Gee,(British),(Male),2000,Silkscreen,Design
American Airlines 747 Astroliner,Peter Gee,(British),(Male),2000,Lithograph,Design
Passage to Monte Video and Buenos Aires (Poster for Rotterdam-South America Line),Willem Hendrik Gispen,(Dutch),(Male),2000,"Lithograph, mounted on canvas",Design
"Der Sturm, Otto Nebel",Carl Bernhard Graf,(Swiss),(Male),2000,Lithograph,Design
Das Kind und Seine Welt,J_rg Hamburger,(Swiss),(Male),2000,Lithograph,Design
Einspuren - Spur Halten,Hans Hartmann,(Swiss),(Male),2000,Photolithograph,Design
Achte den Andern,Hans Hartmann,(Swiss),(Male),2000,Lithograph,Design
Aus den Sammlungen des Gewerbe-Museums Basel,Armin Hofmann,(Swiss),(Male),2000,Lithograph,Design
Die Abonnentenzahl Steigt Stadt Theater Basel,Armin Hofmann,(Swiss),(Male),2000,Lithograph,Design
"Franz Kline, Alfred Jensen, Kunsthalle Basel",Armin Hofmann,(Swiss),(Male),2000,Lithograph,Design
Tokyo 1964,Yusaku Kamekura,(Japanese),(Male),2000,Lithograph,Design
SP A Great New '35',Yusaku Kamekura,(Japanese),(Male),2000,Silkscreen,Design
Peacefully Use Atomic Energy,Yusaku Kamekura,(Japanese),(Male),2000,Silkscreen,Design
Tokyo 1964,Yusaku Kamekura,(Japanese),(Male),2000,Lithograph,Design
Winterkurort Davos,Walther Koch,(Swiss),(Male),2000,Lithograph?,Design
Title in Russian,Unknown Designer,(Russian),(Gender unknow),2000,Lithograph,Design
"Teatr Wielki, Otello, Verdi",Jan Lenica,(Polish),(Male),2000,Lithograph,Design
Zephyr,Herbert Leupin,(Swiss),(Male),2000,Lithograph,Design
Jetzt. Gummischuhe Bata,Herbert Leupin,(Swiss),(Male),2000,Lithograph,Design
Komedia Filmowa,Eryk Lipinski,(Polish),(Male),2000,Lithograph,Design
"Eric Burdon and the Animals, Mother Earth, Hour Glass",Bonnie Maclean,(American),(Female),2000,Lithograph,Design
Chicago Has a Great Lake,John Massey,(American),(Male),2000,Silkscreen,Design
"Mavignier, Dawo",Almir Mavignier,(Brazilian),(Male),2000,Silkscreen,Design
Almir Mavignier,Almir Mavignier,(Brazilian),(Male),2000,Silkscreen,Design
Kunstbesitz der Stadt Leuerkusen,Almir Mavignier,(Brazilian),(Male),2000,Silkscreen,Design
Brasilia Burle Marx,Almir Mavignier,(Brazilian),(Male),2000,Lithograph and letterpress,Design
Martin Schaffner,Almir Mavignier,(Brazilian),(Male),2000,Silkscreen and letterpress,Design
Anuskiewicz Mavignier,Almir Mavignier,(Brazilian),(Male),2000,Silkscreen,Design
Lucien Clergue Photographien,Almir Mavignier,(Brazilian),(Male),2000,Silkscreen,Design
Chadwick Armitage,Almir Mavignier,(Brazilian),(Male),2000,Silkscreen and letterpress,Design
Moderne Graphik aus Eigenem Besitz,Almir Mavignier,(Brazilian),(Male),2000,Silkscreen,Design
Calderara,Almir Mavignier,(Brazilian),(Male),2000,Letterpress and silkscreen,Design
Arp,Almir Mavignier,(Brazilian),(Male),2000,Silkscreen and letterpress,Design
Das Plakat,GÌ©rard Miedinger,(Swiss),(Male),2000,Lithograph,Design
Czekajac na zycie (Poor Cow) (Poster for the 1967 British film directed by Ken Loach),Jan MÅâodoÅ_eniec,(Polish),(Male),2000,Lithograph,Design
"Moby Grape, The Sparrow, Charlatans","Stanley Mouse, Alton Kelley",(American) (American),(Male) (Male),2000,Lithograph,Design
The Family of Man,Josef M_ller-Brockmann,(Swiss),(Male),2000,Photolithograph,Design
Konzerte der Tonhalle Gesellschaft Internationale Juni Festwochen 72,Josef M_ller-Brockmann,(Swiss),(Male),2000,Silkscreen and lithograph,Design
Werner Bischof,Josef M_ller-Brockmann,(Swiss),(Male),2000,Lithograph,Design
Z_rcher K_nstler im Helmhaus,Fridolin M_ller,(Swiss),(Male),2000,LIthograph,Design
Eco del Mondo,Bruno Munari,(Italian),(Male),2000,Lithograph,Design
The Cell,Kazumasa Nagai,(Japanese),(Male),2000,Silkscreen,Design
Kazumasa Nagai One-Man Show at Imabashi Gallery,Kazumasa Nagai,(Japanese),(Male),2000,Silkscreen,Design
Kazumasa Nagai One-Man Show at Ichibankan Gallery,Kazumasa Nagai,(Japanese),(Male),2000,Silkscreen,Design
Kazumasa Nagai Exhibition at Imabashi Gallery,Kazumasa Nagai,(Japanese),(Male),2000,Silkscreen,Design
Light and Vision,Kazumasa Nagai,(Japanese),(Male),2000,Silkscreen,Design
Kazumasa Nagai Exhibition at Imabashi Gallery,Kazumasa Nagai,(Japanese),(Male),2000,Silkscreen,Design
Most,Jacek Neugebauer,(Polish),(Male),2000,Lithograph,Design
Imperial Airways,Ben Nicholson,(British),(Male),2000,Lithograph,Design
Radio,Hiroshi Ohchi,(Japanese),(Male),2000,Silkscreen,Design
Quartet Poster (Quartett Plakat),Max Oppenheimer (MOPP),(American),(Male),2000,Lithograph,Design
AmÌ©rique du Nord Express,Giovanni Patrone,(Italian),(Male),2000,Lithograph,Design
4 Tr_mpfe,Celestino Piatti,(Swiss),(Male),2000,Lithograph,Design
Olivetti Lexikon,Giovanni Pintori,(Italian),(Male),2000,Lithograph,Design
Olivetti Lettera 22,Giovanni Pintori,(Italian),(Male),2000,Lithograph,Design
Olivetti Lettera 22,Giovanni Pintori,(Italian),(Male),2000,Lithograph,Design
"The House in the Museum Garden, Marcel Breuer, Architect",Paul Rand,(American),(Male),2000,Lithograph,Design
A Is the First Letter of the Alphabet,John Rieben,(American),(Male),2000,Lithograph,Design
L'Art DÌ©coratif et Industriel de L' U.R.S.S,Aleksandr Rodchenko,(Russian),(Male),2000,,Design
Joan Mir_,Emil Ruder,(Swiss),(Male),2000,Lithograph,Design
Delaunay Stedelijk Museum 18 Oct-1 Dec,Willem Jacob Henri Berend Sandberg,(Dutch),(Male),2000,Letterpress,Design
Vrolijke Vrouwentooi,Willem Jacob Henri Berend Sandberg,(Dutch),(Male),2000,Letterpress,Design
"Gabrielle Mucchi, Tschechische Kinderboeken, 50 Beste Boeken, Jan Van Herwijnen, Stedelijk Museum Amsterdam",Willem Jacob Henri Berend Sandberg,(Dutch),(Male),2000,Letterpress,Design
Internationale Expositie van Het Goede Affiche,Willem Jacob Henri Berend Sandberg,(Dutch),(Male),2000,Letterpress,Design
Karhula-Iitala,Timo Sarpaneva,(Finnish),(Male),2000,Photolithograph,Design
Collie Mischungs-Treu,Raymond Savignac,(French),(Male),2000,Lithograph,Design
Him,Paula Scher,(American),(Female),2000,Screenprint (seriograph),Design
The Diva is Dismissed,Paula Scher,(American),(Female),2000,Serigraph,Design
Bring in 'Da Noise Bring in 'Da Funk,Paula Scher,(American),(Female),2000,Lithograph,Design
Some People,Paula Scher,(American),(Female),2000,Lithograph,Design
"The Public Theater, 95-96 Season",Paula Scher,(American),(Female),2000,Lithograph,Design
"Blue Cheer, Country Joe and the Fish, Lee Michaels, Flamin' Groovies, Mad River, Mount Rushmore","Bob Schnepf, Thomas Weir",(American) (),(Male) (Male),2000,Lithograph,Design
Und der Haifisch der hat Z_hne,Klaus Staeck,(German),(Male),2000,Lithograph,Design
Konturen eines Amtsarsches (Prototyp),Klaus Staeck,(German),(Male),2000,Lithograph,Design
Nord-S_d Konferenz,Klaus Staeck,(German),(Male),2000,Lithograph,Design
Wollt ihr das Totale Bild?,Klaus Staeck,(German),(Male),2000,Lithograph,Design
Am Anfang war das Geld,Klaus Staeck,(German),(Male),2000,Lithograph,Design
Die CDU tut mehr f_r die Schweine,Klaus Staeck,(German),(Male),2000,Lithograph,Design
Und neues Leben Bl_ht aus den Ruinen (And new life flowers from the ruins),Klaus Staeck,(German),(Male),2000,Lithograph,Design
Die Mauer MuÌÙ Weg,Klaus Staeck,(German),(Male),2000,Lithograph,Design
Killt,Klaus Staeck,(German),(Male),2000,Lithograph,Design
For Wider Streets Vote Conservative,Klaus Staeck,(German),(Male),2000,Lithograph,Design
Im Mittelpunkt Steht Immer der Mensch,Klaus Staeck,(German),(Male),2000,Lithograph,Design
Shell Werbewochen,Klaus Staeck,(German),(Male),2000,Lithograph,Design
37 Salone Internazionale dell'Automobile,Armando Testa,(Italian),(Male),2000,Lithograph,Design
"Varsovie 1975, ThÌ©Ì¢ter des Nations, EntrÌ©e",Henryk Tomaszewski,(Polish),(Male),2000,Lithograph,Design
Moore,Henryk Tomaszewski,(Polish),(Male),2000,Lithograph,Design
IF,Alfred Willimann,(Swiss),(Male),2000,"Lithograph, mounted on canvas",Design
"Jefferson Airplane, Grateful Dead",Wes Wilson,(American),(Male),2000,Lithograph,Design
"The Blues Project, Jimmy Reed, John Lee Hooker and the Stu Gardner Trio",John H. Myers,(American),(Male),2000,Lithograph,Design
Title in Russian,Unknown Designer,(Russian),(Gender unknow),2000,Lithograph,Design
_sterreichs Wiederaufbau Ausstellung Salzburg,Joseph Binder,(American),(Male),2000,Lithograph,Design
Canon Camera,Unknown Designer,(Nationality unknown),(Gender unknow),2000,Silkscreen,Design
M_nchen 1972,Otl Aicher (also known as Otto Aicher),(German),(Male),2000,Lithograph,Design
M_nchen 1972,Otl Aicher (also known as Otto Aicher),(German),(Male),2000,Lithograph,Design
M_nchen 1972,Otl Aicher (also known as Otto Aicher),(German),(Male),2000,Lithograph,Design
Grammo-grafik,Gottlieb Soland,(Swiss),(Gender unknow),2000,Lithograph,Design
(Title in Russian),Unknown Designer,(Russian),(Gender unknow),2000,Lithograph,Design
"Jak Rozpetalem Druga Wojne Swiatowa, Czesc I: Ucieczka (How I Unleashed the Second World War, Part 1: Escape) (Poster for the Polish comedy film directed by Tadeusz Chmielewski)",Jerzy Flisak,(Polish),(Male),2000,Lithograph,Design
Zywot Mateusza,Marek Freudenreich,(Polish),(Male),2000,Lithograph,Design
Olivetti Lettera 22,Egidio Bonfante,(Italian),(Male),2000,Lithograph,Design
Addo-X Tops in Precision Engineered Adding Machines and Calculators,Ladislav Sutnar,(American),(Male),2000,Lithograph and photolithograph,Design
Finland,Pehr-Olof Nystrom,(Finnish),(Male),2000,Lithograph and photolithograph,Design
Hej stad,"J_ran Lindvall, Sture BalgÌ´rd, Eva Bj_rklund",(Swedish),() (Male) (Female),2000,Lithograph,Design
Piccolo Teatro di Milano,Massimo Vignelli,(Italian),(Male),2000,Lithograph,Design
Piccolo Teatro di Milano,Massimo Vignelli,(Italian),(Male),2000,Lithograph,Design
Piccolo Teatro di Milano,Massimo Vignelli,(Italian),(Male),2000,Lithograph,Design
(Title in Russian),Leonid A. Voronov,(Russian),(Male),2000,Paper/Support: Mounted on canvas,Design
Scandanavian Airlines System Passenger Ticket and Baggage Check,Andy Warhol,(American),(Male),2000,Silkscreen,Design
The Sound,Wes Wilson,(American),(Male),2000,Lithograph,Design
"New Year Bash, 1966-67",Wes Wilson,(American),(Male),2000,Lithograph,Design
Bill Graham Presents The New Generation and The Jaywalkers with The Charlatans,Wes Wilson,(American),(Male),2000,Lithograph,Design
